ContigID,SPID,GeoF_ID,GeoM_ID,evalue
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33066,Q5ZHW4,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33066,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_6736,3.00E-128
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_3308,Q8WUA2,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_3308,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_21882,4.00E-126
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33141,Q9VCA9,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33141,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_53519,3.00E-111
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_3315,P81178,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_3315,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_1342,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33175,Q9V6L0,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33175,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_8953,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_3318,Q6PDG5,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_3318,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_5556,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33193,Q8BZG5,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33193,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_5720,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_332,P15650,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_332,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_6292,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33224,A6QLJ3,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33224,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_66764,2.00E-102
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_3323,P82933,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_3323,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_12745,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33283,Q3B7M6,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33283,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_23498,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33301,P51522,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33301,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_34162,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33307,Q9BZV1,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33307,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_20959,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_3333,Q6MK43,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_3333,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_31690,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33339,Q91VA6,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33339,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_47516,2.00E-105
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_3334,Q99542,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_3334,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_11587,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_3336,O95573,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_3336,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_55725,1.00E-160
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33363,Q8AVJ9,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33363,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_29424,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33366,Q9UNA4,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33366,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_26460,1.00E-167
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33374,O08679,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33374,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_1797,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33380,A8WGS4,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33380,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_58848,2.00E-134
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_334,Q28F07,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_334,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_2154,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33432,Q99707,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33432,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_68336,1.00E-111
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_3346,Q99J09,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_3346,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_17267,2.00E-135
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33471,O14678,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33471,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_39918,2.00E-158
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33474,P24367,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33474,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_15618,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_3348,O60264,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_3348,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_6547,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33489,Q9QXZ0,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33489,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_31312,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_335,P30151,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_335,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_865,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33500,Q92576,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33500,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_5555,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33510,Q5I085,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33510,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_56360,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33514,Q13045,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33514,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_15285,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_3354,Q3ZBV2,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_3354,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_19811,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33544,Q15650,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33544,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_54548,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33548,O15182,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33548,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_21636,1.00E-125
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_3355,Q8BND3,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_3355,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_13606,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33552,O75335,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33552,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_15533,2.00E-112
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33553,Q9QYJ2,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33553,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_37197,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33557,Q5XI06,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33557,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_4442,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33560,P41827,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33560,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_22338,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33572,O09005,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33572,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_42840,5.00E-132
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33595,A5A761,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33595,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_49358,9.00E-142
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_3360,P41366,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_3360,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_6329,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33602,Q5R806,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33602,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_39041,7.00E-96
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_3365,Q9UG63,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_3365,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_5843,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33690,Q9Y4C8,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33690,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_46221,1.00E-174
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33696,Q9DE13,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33696,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_65833,2.00E-163
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_3370,Q5EA20,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_3370,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_2662,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33703,Q9JID6,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33703,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_24508,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33704,Q8BG19,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33704,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_32795,3.00E-134
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33748,Q6GQ80,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33748,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_7597,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_3377,Q6GL69,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_3377,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_14099,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33774,P78329,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33774,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_54104,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_338,P38542,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_338,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_654,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33825,Q00174,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33825,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_20836,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_3383,Q2T9V5,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_3383,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_11584,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33837,O70589,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33837,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_30558,2.00E-119
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33840,Q02293,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33840,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_16018,3.00E-139
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33859,Q5ZHL0,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33859,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_11816,6.00E-84
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33868,Q16974,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33868,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_24844,1.00E-140
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33891,Q8UVR5,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33891,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_11314,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_339,Q98TX3,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_339,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_9319,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33913,Q8K1Y2,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33913,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_52102,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_3392,Q08E38,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_3392,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_587,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33947,Q6AZN6,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33947,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_26228,1.00E-144
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33952,Q29502,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33952,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_38590,1.00E-147
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33955,Q9JJ61,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33955,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_65143,1.00E-127
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33964,Q4R4I8,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_33964,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_223,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_3397,P78417,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_3397,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_36201,3.00E-115
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_3398,O00142,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_3398,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_11916,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_340,Q9D1M0,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_340,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_15301,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_34020,Q6RI45,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_34020,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_2022,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_34049,P22607,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_34049,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_10989,4.00E-168
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_34058,Q95NN1,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_34058,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_13895,7.00E-156
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_3406,Q02366,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_3406,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_2131,1.00E-124
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_3409,O75521,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_3409,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_4063,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_34096,Q99323,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_34096,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_438,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_34110,Q53FA7,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_34110,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_33755,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_34111,O08874,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_34111,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_13590,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_34119,Q24020,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_34119,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_21262,3.00E-139
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_3412,O75844,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_3412,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_8170,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_34136,Q6GNV5,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_34136,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_39249,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_34140,Q7YU24,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_34140,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_1675,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_34145,Q9VFD5,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_34145,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_2193,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_34159,Q5RCS8,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_34159,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_32780,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_34161,Q9H694,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_34161,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_40864,3.00E-174
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_34192,P97280,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_34192,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_39230,4.00E-163
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_34199,Q8NCW6,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_34199,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_45323,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_342,O75648,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_342,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_15247,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_3422,Q9NWZ5,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_3422,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_3772,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_3424,P40615,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_3424,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_9599,8.00E-127
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_34250,Q5E9H5,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_34250,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_32785,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_34258,Q8R3L2,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_34258,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_39703,5.00E-157
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_3426,Q9BXY0,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_3426,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_18944,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_34261,Q9P289,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_34261,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_51099,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_3427,Q5ZIA5,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_3427,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_5716,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_3429,O60244,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_3429,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_7108,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_343,P18421,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_343,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_3392,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_34306,Q90687,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_34306,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_61819,2.00E-135
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_34312,Q9UKU7,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_34312,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_44293,5.00E-107
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_34324,A4QNE6,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_34324,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_1984,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_34342,P0C1T0,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_34342,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_53175,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_34368,Q5RAU0,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_34368,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_52041,2.00E-160
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_34369,Q5RBH9,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_34369,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_25372,3.00E-168
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_344,P38024,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_344,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_6074,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_3441,A2AN08,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_3441,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_3652,0
Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_34450,Q9CWP6,Geo_Pool_F_GGCTAC_L006_R1_001_val_1_(paired)_contig_34450,Geo_Pool_M_CTTGTA_L006_R1_001_val_1_(paired)_contig_2339,0
